Pair,Momentum_Score,Rank,RSI_15,Volume_Ratio_15,Price_Change_15,RSI_30,Volume_Ratio_30,Price_Change_30,RSI_60,Volume_Ratio_60,Price_Change_60,RSI_240,Volume_Ratio_240,Price_Change_240,RSI_1D,Volume_Ratio_1D,Price_Change_1D
B3/USDT,0.7450000000000001,1,66.65465957179117,2.16213626874924,12.136862491930279,66.49500597833968,4.755079978056991,5.157766990291263,67.3517261507027,6.457459393838562,22.946175637393758,82.11233466366895,7.617477822292752,26.91042047531993,68.5171944494422,1.6924622288853841,25.852066715010878
CYBER/USDT,0.7322883227013662,2,59.057782888570735,1.8108132380097992,1.7699115044247802,60.15049359304564,2.0290335356548086,2.684563758389264,60.6268759930589,2.967970657506446,13.123844731977824,67.08849632665711,3.0758530602556746,13.473423980222494,61.29409556563043,1.2515007851011615,25.221540558963863
RPL/USDT,0.7246964018074263,3,53.89561311129894,1.7626292488686597,2.9134295227524967,55.967162829572906,2.3279736183413053,3.504607651494001,56.250340841109654,2.577869435792795,8.379643170517689,57.266116070906996,1.0868979970401884,8.047820381979873,58.407662562474954,0.4903401832642044,28.514404720583148
TON/USDT,0.712576688143636,4,58.16158253533391,1.7782024013137878,3.263151395406277,61.370900789846274,3.208345115622972,2.844053621940714,60.79197849865397,2.3499788332274845,4.205738496526364,55.67427232310719,0.9243523637659254,1.1368446513878063,60.48281874285176,0.9295220623350423,13.660459426396635
OMNI/USDT,0.6998915629128994,5,66.27545818418449,1.2003083310119607,6.2881562881562925,67.30193803720383,1.9398683805821693,-3.4337128167462247,69.29862577134764,3.536478739550508,105.77149587750291,78.80606511478264,10.034292142012045,117.51037344398338,80.09749877790954,7.3496514807628825,123.4069668649108
OGN/USDT,0.6998482520116556,6,51.59446367398098,3.626667735127643,1.6000000000000014,51.113647840870705,3.6871239664544415,-1.2461059190031079,51.215113327907915,3.581279696148148,3.0894308943089412,50.67877024828389,1.9114106720812747,2.4232633279483062,56.112829994508665,0.618061684452796,11.033274956217163
NIL/USDT,0.6872200434663228,7,66.91151008369081,1.6325191686944742,4.181408813123194,60.452012009925966,2.1056857272869407,0.4651162790697679,55.90442393593119,1.7885700832660132,5.845852384062694,46.21900233688344,1.3071144228970717,-6.352873231302344,49.04997876626276,0.8930894877699856,0.8709175738724632
ALCH/USDT,0.6763752379351509,8,75.1119328092793,1.1808842922947849,12.956835061401573,83.6661081756846,3.496851383470944,12.69992663242846,79.89818297015071,9.397429628714375,12.832183233005429,74.06938335742826,3.004702248595117,9.181934384320407,63.9411825156288,0.21129785301658785,3.306007257089087
XCN/USDT,0.6702921016524149,9,51.70032485559618,2.0186022637536194,2.7528809218949943,52.741303675936365,5.8502160193994355,2.1005728835136885,52.75266305467691,2.9877271908499043,2.4920127795527027,48.01625904919427,0.9055284191191331,-4.580606781677572,47.52770509114018,0.6485333929713609,10.980662983425422
ATH/USDT,0.6691224224779246,10,52.27057507844278,0.665145433904003,2.3911187019641345,54.86957873370196,1.566699636365199,-0.6079027355623045,57.440058122205365,2.655322762394032,4.929988331388577,58.724601172033864,2.0701522766085656,5.545774647887333,63.88239731083752,0.6310283094886674,23.311621528968118
NEIROETH/USDT,0.6647103888693254,11,59.15748200267497,0.5852449232652959,4.349912042219735,61.57427159339578,1.5038315100942483,1.5962002647356726,61.118080682244674,2.8138504347368922,9.353000335233002,58.49766704533574,0.9281991220616511,6.855598329101473,57.17599621709782,0.12520012954753343,12.618841832324982
IP/USDT,0.6519909265433592,12,62.534914994491665,0.4345554747509354,5.653358003575047,62.00381241813045,0.9153288669706867,4.454247421547125,61.3896791921869,1.9237560241386864,5.051066986191951,60.018632782216564,1.0219481561341228,6.803767057466842,77.85437457704997,0.8401227189945532,68.31502668845938
SOLV/USDT,0.6508549946394776,13,69.28559858400895,0.5306550568721206,4.820438659918056,67.28359099868818,0.8275443993180511,3.6216345008339306,68.10853495010358,3.937274552649503,4.8457087753133985,62.58003130628575,1.2853983281800647,5.353682170542644,53.18784195378541,0.29434210163631574,1.5409759514359114
ZK/USDT,0.6395052605077838,14,52.70504467717636,1.7289994429929152,2.702702702702705,50.8560810916664,1.2222705836666383,-0.8005569091541858,47.934838246802535,1.501001485588708,1.4595941616233559,47.017705377061596,0.8678205527514983,-0.4018169112508753,52.182011834775594,0.8883663933231885,0.42260961436872185
DEXE/USDT,0.6377847033549962,15,60.965463030235206,1.3743590385669484,1.7847336628226236,63.35358006168702,1.1809581976899288,1.6730663741086105,58.614196512505295,1.8341007491150942,0.3247631935047364,52.14277363009606,0.5425596433152116,-0.4431314623338306,43.5883291072254,0.23664988347691704,-5.3854007146503395
ORCA/USDT,0.618894244956963,16,42.94341195013464,7.0679956783993045,2.398676592224972,45.989754877889865,6.385017370496806,-0.602167804094746,46.528994957321245,6.874825842007112,1.1437908496732037,46.38045958764738,1.5988989654344525,-1.3147410358565705,53.371501345833984,0.9403340273753646,11.22586439155815
REZ/USDT,0.618544097533727,17,51.67909521384444,0.8268874161963657,1.455604075691403,50.79333509867308,1.252816277498782,-2.9923451635351532,50.807532467968514,0.8934507509941506,5.686125852918869,52.534437521839386,0.615619588727841,8.307453416149066,58.00651085122137,1.3818613889238685,18.220338983050855
CTSI/USDT,0.6106045589004743,18,59.25475509005026,4.261714888999103,1.722361254232284,51.51881015195719,2.951192121120354,-1.1020466580792998,44.353639055016366,1.8172816387336332,-0.9318996415770777,39.022138376527245,0.5234396712187547,-6.898410132039881,47.663587406656895,0.8207074934998981,3.7537537537537355
SUN/USDT,0.5855702147678609,19,53.75066178536273,0.24345683276185381,1.1246186768656408,57.3089456315005,0.6495448781026939,-4.160013809174468,62.264838140968465,1.8326465671542838,9.604659197472976,75.77386934595984,9.44492381871654,11.084988244710134,82.89826415123223,3.0986398112450018,24.541528798160517
ALT/USDT,0.5729354370144785,20,53.497271060224996,0.4886256915745345,-1.2124406958355352,51.7691497024806,0.33999848887969353,-1.4184397163120537,50.2832594546831,0.8394908138870228,4.655701143016443,52.69954711403735,2.200099284604484,10.120269873863288,56.6914305834542,1.9190935182499875,18.33648393194709
RED/USDT,0.5684914152544261,21,42.59080542556821,0.5207488384679515,1.2374934175881995,48.06568115100811,0.8988202370857103,-2.7321022008601004,50.771603529741775,1.5069952590469815,7.8541374474053365,52.998562123367364,4.039074193958845,-0.5946225439503539,61.02002604974158,2.3003634746703345,15.868714242697973
PROM/USDT,0.5587502609477304,22,57.55336338613093,0.410051421161488,2.5795644891122262,56.84535248102328,0.5294862533732134,-1.21518442843316,55.69520904324139,1.2173775037329708,2.1915674713538675,50.048569429277,0.8531150901776643,-3.111486130155046,63.21569959129391,0.4262291433749683,29.143821172501045
W/USDT,0.5565655820805709,23,44.546211121220296,1.2795785644361173,-0.04849660523763139,43.55857922419732,1.2496213896339157,-4.483837330552657,41.462057487921385,2.0537253333992735,1.15337423312883,41.699220210144595,1.189764212882193,-2.8049499116087135,50.458697890595275,0.8738217240559014,12.13275299238302
VET/USDT,0.5545685840242192,24,46.38796751655198,1.1683721152476947,0.41644766101968594,46.00415050948594,1.2556821756780372,-1.142379492894953,43.79479309245266,1.7019677323983815,0.25835620862264475,41.237009010204495,1.098615976544797,-4.018547140649147,49.436558294762065,1.1505987772199022,3.2052881017710186
MKR/USDT,0.546843087729726,25,51.36437260828091,1.462500497557793,0.20603384841795658,43.28629179261201,1.014826917552857,-2.7392692106140726,31.253065889180334,1.490529900019758,-5.531127053922703,36.6261665416064,0.8970026441571327,-9.664851463231052,50.617518104457645,1.0440063697385753,1.1696486098032368
ENS/USDT,0.5463879940020344,26,44.256430410270085,1.752194326512264,0.7466119387141363,43.1303274652727,1.1865585181080014,-2.1343139950508614,39.642795664243764,1.1123464577634314,-0.527510917030567,41.91140979200782,0.8105313587079326,-4.085275495082854,61.93396454818168,1.465790872712945,30.16090692996891
TRX/USDT,0.5442961037401225,27,47.12303568223459,0.299476508774504,-0.4201307730998054,52.37680777836574,0.4354257222745314,-1.7112986595800694,59.237257018352096,1.2551676534438896,4.149775645984847,70.57984178705354,2.391087731605973,5.286867296502542,75.97322152288157,1.3822452135543235,14.53072891853264
VINE/USDT,0.5418714777214768,28,59.20468378387157,0.45080413462124486,8.938413611310812,51.64781725924958,0.40821552711679726,-5.768168002210553,48.37341906202612,0.8119676871611274,-9.458383114297083,59.86896049460884,2.1469436108281514,110.88740901347376,87.95561156796394,6.813674836739966,258.0441640378549
ZEREBRO/USDT,0.5294911623369971,29,48.29725630031488,0.5262208006177249,0.576576576576578,51.97656813747719,0.616555445973772,2.3093841642228816,51.357447173283305,1.232834482460152,4.375467464472703,44.31928079854761,1.1815529041393449,-7.948548812664905,43.07080696027946,0.19898559963435142,-14.30325352977286
FLOW/USDT,0.5250876432934308,30,37.082004776188754,1.657494170463296,-1.0435225248154867,36.798944239000825,1.375184361829514,-2.8242939265183784,34.30218137113678,1.6846558333819488,-0.8669046404895497,35.52635370888423,1.2909629665504645,-6.717850287907876,47.92588479399499,0.8932574160087791,4.6542910949690715
BAN/USDT,0.5210323891146232,31,58.743863128371906,0.29565196806952265,2.1162349968414307,56.12785300062736,0.22263900650575622,0.4973577867578503,54.39244500508978,0.3894206242745048,1.1576971214017375,55.87916318383574,0.7683161771025474,4.038616251005629,53.569323415445034,0.37556057431308226,-1.7922235722964772
PAXG/USDT,0.5178437307372764,32,51.27260720243831,0.40362952690138426,-0.0452975992272475,53.232612343592926,0.32739739772875387,0.09071847833270195,52.42649402987762,1.1061284925037875,0.37353898060007507,40.52706079388881,0.7963913892601083,-0.6180056789710981,45.10362678569166,0.5807561196656228,0.27234918475806746
LRC/USDT,0.5173767346516568,33,38.57002842732001,1.468960084373631,-0.6686310063463206,40.16408383696748,1.1144115106625438,-2.4050773855917997,39.78948627401405,1.5480495528977973,-0.02281282080528373,37.53728567098671,0.916427719052424,-4.582063561166745,49.59243690359557,0.5400389916328165,9.355120369215406
GRT/USDT,0.5167440899596462,34,42.651683495361354,1.4936683043253627,-0.44130626654899074,40.92042683800449,0.8392740844426485,-2.534318901795146,38.17605674744304,1.170109141528608,-0.6166797180892772,40.26525471980424,0.6414369282048745,-3.571089372210086,50.72723682329603,0.818749701533141,4.649005257189981
SOL/USDT,0.5165741298285006,35,50.73147710119832,0.6220586598640309,0.7043815862451368,46.30487768800714,0.5910951918865694,-1.0948308731412337,41.33391462053722,1.3977874598493985,-0.6402889509111737,41.41872859658437,0.8047472598730023,-3.1626666666666705,55.79616473526144,0.9169548978295384,10.499726094101893
VTHO/USDT,0.5141893990467795,36,42.39779859778464,1.5197356620478395,-0.5000000000000013,40.79105298801542,1.088013883187637,-2.066929133858265,38.31854583668771,1.1422576217298754,-0.35052578868302764,38.023462152042676,0.8477339625387393,-6.704172526957334,44.1672424330396,0.901733489301747,-5.102527420123982
KOMA/USDT,0.5130015464265906,37,49.30086959756399,1.0102565188417787,0.26098303610265783,46.91230054496309,0.875843311712071,0.43572984749455074,41.10274156362148,1.0423865771986818,0.21739130434783233,40.77997171643871,1.0129781570792362,-7.603041216486591,52.083627450891605,0.28561915535803317,4.959053685168338
TNSR/USDT,0.5123166198252105,38,41.15789372929939,2.279334048312139,-1.171303074670564,38.266066328202164,1.4585999463768937,-4.187366926898502,35.01252537804095,1.854397009288185,-1.8181818181818195,36.787065421091086,0.7066973190988243,-6.3150589868147105,47.834359954788525,0.3225878129943906,1.656626506024102
USDC/USDT,0.510931896568897,39,54.46384651729884,0.20830008011298726,0.0,53.336659197763595,0.28335387372440857,0.0,52.60136493866445,0.9662859666943323,0.0,50.106008201529505,0.5622654582580336,-0.010003000900268979,46.708702142931884,1.1677182275463318,0.0
STRK/USDT,0.510829450145021,40,40.40538401496574,1.3716871261202401,-0.8627450980392076,39.919305738855705,1.2325356529114329,-3.878326996197713,36.766041963415155,1.6411818701092855,-1.0180109631949847,38.464030796831935,1.0315291055347156,-4.9624060150375895,45.628293971579104,1.1655686842635555,-7.87172011661806
STORJ/USDT,0.503138859873467,41,40.995889169537506,1.5346315439954978,-0.42492917847024747,41.93198608413081,0.9730443640778231,-1.6095171448565406,39.82659186743774,0.9178804104434857,0.3568879371877233,36.26170655023574,0.6341783366117966,-5.16194331983805,46.61054586458851,0.6075610217859311,1.3703570140641996
BSW/USDT,0.5030325260307889,42,46.62023744168047,0.20083504958483878,0.38461538461538797,47.39669315053432,0.34147477491271155,-2.7674294837679594,50.753202725163426,0.8995472383232977,8.234597156398118,52.31100104796487,1.7935394740314177,4.5194508009153465,51.432205826567724,0.24527880788477835,15.268138801261843
SUPER/USDT,0.501997392534776,43,43.11435798439309,0.7222911655095048,-0.7096392667060917,43.13384467286563,0.5921105170456991,-2.383720930232554,43.66451725871193,0.9981079209764333,-1.2005649717514109,50.56903891772953,1.1279663793119181,3.6808300395256977,59.780142682866156,0.8348919743246717,9.669410688618852
LTC/USDT,0.5008162590941942,44,43.84977270372979,0.9695732716881323,0.3799814643188105,44.08554574365941,0.7865600728898579,-0.8883597399029206,40.86464471029896,1.3424754478521026,-0.6792106470858275,37.39190105015499,0.6296248498435729,-4.903339191564146,57.101353026184256,1.03815245920664,14.055250948966677
IOTX/USDT,0.5005109168864569,45,53.78021764774942,0.9635178605732605,0.621393697292489,49.40590974694978,0.4041145915177061,-1.2630662020906012,44.32615341266197,0.8942757490742508,0.0441306266548967,40.69200826527178,0.6853772085386948,-3.1996587030716754,48.114927006405615,0.42861968087163027,3.3242258652094625
BIO/USDT,0.5003896004260528,46,41.1517151154553,0.3830626871677925,-7.6736017292623675,43.037019639527536,0.7244937403362594,-6.5901011758271695,46.93932426315991,2.579261958399612,2.5517862503752733,52.194720330779255,5.607630776281096,9.077855775366944,56.67280110025132,1.695496065809186,3.935572101504345
MINA/USDT,0.5001546249786425,47,40.12043161035239,1.507858640340779,-0.6879606879606804,39.020741132457225,1.0307203610589317,-2.883229216722732,35.66058178251639,1.3085365922132817,-1.3183593750000038,36.196706364256585,0.6055393578002722,-5.42817033224146,48.24900542766028,0.6996665058289594,5.315268368942165
DOT/USDT,0.4990651704927783,48,36.58686157305171,1.7445065257225651,-1.4344679983693385,32.99248655599227,1.3811241510315446,-3.2681536307261463,31.86918512122702,1.9567064898158477,-2.191884717481987,34.27062587820015,0.7159514960079766,-6.633207055473786,45.42168756317798,0.8349496604440192,-0.3015774822146567
XRP/USDT,0.498625068603617,49,48.41701884064981,0.6011833845037395,0.7057913564729779,47.78113597771332,0.690832614990393,-0.53161011014198,45.49928810023752,1.4931882315675975,0.012804097311138154,42.89373062956497,0.6603940669103893,-2.0840515215143065,57.584687170589774,1.0412867697171007,22.652476141852883
BTC/USDT,0.4977253132326322,50,44.097709922002,0.6326717493294519,-0.11823764747852872,40.835529018227,0.7023616415511427,-0.8808545216074878,40.637268535419096,1.883025786566885,-0.3005638221204799,44.45348756762075,0.842230620430889,-0.4406867771107033,56.664339177501425,0.7542421385267979,1.3739532605846567
API3/USDT,0.49755967901750764,51,41.631310737536424,1.9595934652106637,-0.8218808946375633,40.03228565364816,0.9119281012049847,-3.3482142857142962,38.818459188965036,0.9376198024884921,-0.7416396979503856,40.1747030682376,0.3341480055335845,-3.1702183635885306,50.25008635630799,0.4720283911454173,5.608146873207101
ETH/USDT,0.49548044329541435,52,46.499537711592126,0.5262947057037096,-0.004242715125540733,43.031289970851994,0.6549926216060257,-2.1106761639739156,42.64408532552034,1.6687775417990771,-0.2082633168116366,48.60076199223709,1.0415112901131083,0.9318491582563636,73.51471052884996,0.8599459827946142,27.746710860768253
NMR/USDT,0.4943627827881944,53,33.42853267305567,1.794072075663771,-1.1230907457322512,35.25065675573194,1.154537913276615,-3.4543261322513383,37.663914696887915,1.1883978567788651,-0.9325842696629234,43.790003693712706,0.42005140665381113,-0.9437141894169153,56.92721760562785,0.19962581866900167,11.185372005044142
YFI/USDT,0.49356289475662724,54,37.79327897995614,1.2535113644488713,-0.6969919295671314,38.6962706006414,1.2054796308135347,-2.4504504504504503,38.06818901314544,1.5814835661209994,-0.6787745367822418,38.808625124821,0.8785236998934268,-2.6258992805755397,44.20769175888346,0.6951578232322114,-5.217086834733894
DOGE/USDT,0.49335698258670513,55,43.62855237953372,1.0291229232668868,-0.3814909564202762,40.604516282867145,0.9206743021394207,-2.4523160762942786,36.316766428158566,1.7246153654853558,-1.687408654059073,35.38360247077445,0.5724523080722169,-7.035765139458909,51.58670572803608,1.129597664961123,13.756857919294463
SUSHI/USDT,0.4912181838709368,56,43.56511711322537,1.1614115594028485,-0.5738376859117011,42.419626776105204,0.9031976681815784,-2.737999770878684,39.99646462537779,1.3551640970881065,-0.6203909633618134,38.272899067439745,0.3912028279319623,-6.947945205479454,53.86389056648022,1.0230063214663,18.23750522065989
METIS/USDT,0.49094625850635154,57,37.31894024341158,1.4793591272147593,-1.7058823529411713,39.209540366233576,1.0947733620908615,-3.7442396313363977,38.960426508641085,1.6777565088604594,-1.2994683992911924,38.857393803668366,1.0657239241902627,-5.218377765172991,46.03229488675883,0.6960401561502767,-3.017991874637258
1000000MOG/USDT,0.4905641928965847,58,46.98041659370731,1.1473109077828747,1.159256379444403,41.960368261984854,0.9010586817301053,-3.985239852398517,36.72979486944177,1.4537098818130447,-3.205735154876227,40.17964115745191,0.6907127585424375,-7.580551430231804,49.855247043468054,0.539969258412074,-1.8735845171916892
EIGEN/USDT,0.4890350853853994,59,43.263044773442395,0.5810014917930894,0.092250922509232,43.8398297257176,1.0479445076516383,-3.175193337299224,42.4362842722584,1.476203196036745,0.4783581513772073,41.31833492815308,1.0061833640718418,-4.894083272461646,46.7560662094339,0.8240268587482911,-5.702072163454571
SWELL/USDT,0.487710635965621,60,51.72947872040192,0.5549092125007526,0.8138351983723316,50.230530089182196,0.43565975854346173,0.5065856129685886,47.59502144491127,0.3944597343742183,0.3033367037411579,40.6978094047636,0.37871189948014766,-2.5540275049115895,44.900976468404906,1.2554805902754567,-0.30150753768844735
PHA/USDT,0.48667726072325806,61,43.182693788971775,1.250152367277548,-0.4318265343623779,40.53793640208851,1.0059490804926268,-2.8597041685342885,37.15199634838223,1.0605698662704757,-0.9144111192392107,36.676328026951374,0.7700901829284748,-5.37024100593783,45.72810010592123,0.44952878000262925,-0.7057098341123571
PIXEL/USDT,0.48618826793390185,62,43.28264491799036,1.393123545349957,-0.2479338842975201,40.428043854975634,1.0080816394123664,-5.010493179433373,36.310532396409506,1.3027567922921377,-1.3351498637602295,36.665384609607166,0.596910808851448,-6.699304303014683,43.40356425090672,0.31541183989490545,-7.531273934133267
AR/USDT,0.48602197928690044,63,34.17402760860976,0.8337808719535234,-2.304268133019117,38.545445506372374,1.062075453239396,-4.210526315789477,41.80302792637866,2.0299756753568636,1.7591708714032397,44.27696913502431,1.0575352635231396,-3.1789282470481393,55.47580424079593,0.9246232328921346,20.77732793522268
QNT/USDT,0.4856583935712584,64,38.59232143734965,1.2757449269565526,-0.37322717093803487,37.11287418171763,0.8366331342563826,-3.0273674013078224,36.32659530095616,1.230400115064045,-0.7600793126239274,41.95000550140683,0.6885313409870627,-1.1521685457987043,53.07594897935028,0.6705950935456009,5.360589577118792
BB/USDT,0.48531360739610635,65,46.498115500912014,0.7034073158063091,0.44834843078049624,44.56551427217639,0.8586293874571835,-4.04684905165632,42.96964812028424,0.9180089420301205,0.5127266068485671,43.81092637305398,0.7831599481969771,-1.5868746637977351,52.559110965347564,1.2516162695047937,13.086038124678003
1000LUNC/USDT,0.4847190884701604,66,41.825939252808354,1.2809604582252905,-0.34982508745627494,40.159746877172196,1.0558039445444722,-2.222948676037921,35.199868070671684,1.0396502164115646,-0.7631055076310584,33.807384781728814,0.5121655667755884,-5.168040583386175,43.40058761662435,0.6008848122085307,-5.137963843958145
DEGEN/USDT,0.483649229013736,67,35.40947511587672,0.8851255929865413,-5.852842809364538,40.575422234303886,0.7887366039919151,-3.240854407070959,42.751671627889166,1.3146299055957509,-0.2530364372469533,45.93163546556198,3.9622183345421584,7.618787547788099,47.794255563379544,1.0193032889907832,-11.480566164906767
1INCH/USDT,0.4833835732390266,68,44.214323680411226,0.6246425983905856,0.14847809948033092,44.29110366166676,1.1568921490061004,-2.7046520014424837,42.076027957991876,1.75998854441467,0.7092198581560124,37.59590084338583,0.3631861360564058,-4.731638418079104,49.029972070581444,0.5752868686710693,14.851063829787229
ETHFI/USDT,0.4823145423015063,69,48.081365893379264,0.4512458563513336,0.9775338706911403,47.49334918776051,0.7017434877710805,-2.3708861808836907,44.95266230285864,1.2778412340622016,2.1245230662504304,44.763402683882745,0.8947012223463376,-2.6370174423410795,50.63317301856766,0.7582178504080004,-0.27956624872923236
T/USDT,0.48220909562935127,70,44.70088637651473,0.6009502573047732,0.0,47.0608098429273,0.5098334918753689,-0.16958733747881427,46.67868531146922,0.8172201936554894,2.080924855491325,45.48592019027383,0.9632122805310599,0.11337868480725162,50.368825426429986,0.7173237077873874,6.00600600600599
THETA/USDT,0.4821714610663968,71,41.12223286735581,0.8831287781649808,-0.6697215368346761,40.808271754514365,0.7565249792753024,-2.6467203682393583,37.024035326580375,1.5683044471669134,-1.5363128491620102,38.480230140167315,0.8931789080230765,-4.5254485949667105,50.62763491378481,0.7544047406199049,6.837714863498488
KAS/USDT,0.48124792310919046,72,40.45926766262848,1.3000748769974428,-0.07294706127553212,38.61525842360322,0.7579556081214954,-2.837166886209339,36.65935818266087,1.0111461231947285,-1.2054399340613955,38.06553303969277,0.6771925357416263,-4.100000000000007,52.404679595912256,0.9969266171693714,10.446901635567853
CGPT/USDT,0.4809552635664185,73,42.41889452352972,1.7401572990600422,-0.4543107898812698,38.62365927366216,1.003671862874297,-2.9592350276799175,34.239309497512025,0.97344437899566,-1.8028111631696961,36.15336315275159,0.7462895374517792,-5.665362035225052,43.34037795327094,0.4105097640829984,-10.69840681733976
SPX/USDT,0.4784189000858106,74,40.05948804029785,0.952297639502215,-2.1648346373542044,38.54048775122948,0.9200906769061014,-4.390861753530042,37.33914757121893,1.5382725612300476,-3.284446342968339,48.01902458537037,0.6504421030710742,2.201825659544591,63.45820405990271,0.7500462060512729,27.39554665999499
LDO/USDT,0.4777274152905607,75,44.247878165524206,0.5671482780011455,-0.6054781355117705,41.740307838528146,1.187729255038951,-4.673241773435337,37.70091432735071,2.6415374125768363,-3.074039362699151,39.01832080444314,1.0773519695678182,-4.726803648760702,54.198947480584586,1.2038508841164548,22.3431952662722
JTO/USDT,0.4774858968235512,76,47.21370461974935,0.6993637698493473,1.0710498409331919,45.71832200879774,0.7091540392896676,-1.8330672982853538,42.31356307658618,1.0807115578238122,0.2998737373737394,40.065478186560696,0.7314894912719837,-3.3072943086131756,44.44565895955328,0.9348091116282471,-2.8888775666174134
DYM/USDT,0.4764454848688228,77,45.27841747793334,0.9381977173449388,-0.8315256688358728,42.99491187391421,0.7838541365613778,-4.922010398613516,41.69130309105567,1.1864839796423292,0.7344840249724576,41.3500410022675,0.720027977339801,-2.8682719546742197,48.39553654495549,0.7460243551657224,-3.516174402250355
AVAX/USDT,0.47643060266708515,78,37.2503609273212,0.9787879331924896,-1.9083658854166716,34.190723983379826,0.8906367023258993,-2.566486136933156,32.48059634875655,1.4447220110532166,-3.294674746177621,41.43642056986365,1.1726021870940335,-2.9360828063957434,56.86766355894486,1.2162932063615435,16.404212153415116
NEO/USDT,0.47607393085793204,79,36.010168809717754,0.9952611790744447,-1.4067089194620526,38.37758066433415,0.820737322529311,-2.4919737043265595,39.888173972899324,1.3614227652428188,0.10987286140322827,40.03753643585322,1.2913376372059835,-4.205467107239415,48.29434671337569,0.849043923805974,2.5905068382944565
UNI/USDT,0.47333937915279,80,47.34513777085241,0.5862127867282291,1.0281759762728542,44.691910985097394,0.6182516964446375,-1.7783331731231422,41.77728325017513,1.1827597150334852,-2.509302547466844,42.384146384903566,0.7553325572505994,-2.2200956937798977,59.44396266566749,0.7342147943904261,20.72551104809171
YGG/USDT,0.47284047383878064,81,31.492688950578952,2.488913198563324,-2.923627684964193,31.923348731252673,1.274298190127084,-6.332757628094406,29.557307667811614,2.3449432233916996,-3.44213649851632,33.317447450804266,0.7948782080026632,-7.870894677236691,42.9105407285167,0.5757858670035848,-7.240592930444692
